Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap;Cumulative Score;Stage Rank;Cut Line
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;2;210;0;622;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Max Fischbach;16245;BC Comet Nürnberg;2;193;0;585;6;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Sebastian Lohse;27134;BC EMAX Unterföhring 2;2;199;0;587;5;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Volker Lüthje;7601;Bajuwaren München 1;2;235;0;682;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;2;226;0;675;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Aaron Schlemmer;38977;Phönix Lauf 2;3;186;0;725;10;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Achhammer Klara;38760;HighRoller Rosenheim 2;3;189;0;741;8;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Hartmann Benedikt;38112;Bavaria Unterföhring 1;3;196;0;777;7;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;3;213;0;835;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marco Hürdler;25271;Donaubowler Regensburg 1;3;178;0;727;9;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;3;211;0;833;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Max Fischbach;16245;BC Comet Nürnberg;3;198;0;783;6;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Sebastian Lohse;27134;BC EMAX Unterföhring 2;3;199;0;786;5;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Volker Lüthje;7601;Bajuwaren München 1;3;235;0;917;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;3;226;0;901;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Aaron Schlemmer;38977;Phönix Lauf 2;4;181;0;906;10;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Achhammer Klara;38760;HighRoller Rosenheim 2;4;191;0;932;8;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Hartmann Benedikt;38112;Bavaria Unterföhring 1;4;197;0;974;7;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;4;206;0;1041;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marco Hürdler;25271;Donaubowler Regensburg 1;4;189;0;916;9;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;4;213;0;1046;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Max Fischbach;16245;BC Comet Nürnberg;4;204;0;987;5;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Sebastian Lohse;27134;BC EMAX Unterföhring 2;4;201;0;987;6;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Volker Lüthje;7601;Bajuwaren München 1;4;228;0;1145;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;4;240;0;1141;2;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Aaron Schlemmer;38977;Phönix Lauf 2;5;179;0;1085;10;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Achhammer Klara;38760;HighRoller Rosenheim 2;5;189;0;1121;8;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Hartmann Benedikt;38112;Bavaria Unterföhring 1;5;211;0;1185;6;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Klaus Weiske;7182;Mainauenbowler Bayreuth Land 2;5;224;0;1265;3;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marco Hürdler;25271;Donaubowler Regensburg 1;5;185;0;1101;9;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Marina Weiske;7154;Mainauenbowler Bayreuth Land 2;5;217;0;1263;4;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Max Fischbach;16245;BC Comet Nürnberg;5;200;0;1187;5;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Sebastian Lohse;27134;BC EMAX Unterföhring 2;5;196;0;1183;7;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Volker Lüthje;7601;Bajuwaren München 1;5;241;0;1386;1;
2026;2026-05-03;Dream Bowl Palace Unterfoehring;tournament;Nordbayerische Meisterschaft;3;Finale;Wimmer Peter;7425;BSC HighRoller Rosenheim 1;5;243;0;1384;2;
