Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap;Cumulative Score;Stage Rank;Cut Line;Overall Cumulative Score
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Zeus;139274;Greek Myth - Olympians;3;206;0;853;17;1694;1783
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Loki;150650;Norse Myth - Giants & Tricksters;3;234;0;957;1;1694;1805
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Vishnu;126083;Hindu Myth - Devas;3;203;0;809;33;1694;1558
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Lugh;174647;Celtic Myth - Tuatha De Danann;3;209;0;852;18;1694;1673
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Anubis;175219;Egyptian Myth - Underworld Powers;3;221;0;831;27;1694;1656
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Ravana;126986;Hindu Myth - Asuras;3;173;0;725;40;1694;1518
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Bres;112221;Celtic Myth - Fomorians;3;206;0;818;31;1694;1636
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Ishtar;172470;Mesopotamian Myth - Sky Kings;3;206;0;805;35;1694;1521
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Marduk;188458;Mesopotamian Myth - Sky Kings;3;200;0;845;24;1694;1763
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Thor;151201;Norse Myth - Aesir;3;180;0;772;37;1694;1569
24/25;2024-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;2;Qualifying B;Horus;174473;Egyptian Myth - Solar Court;3;187;0;727;39;1694;1557
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Darth Vader;68024;Star Wars - Sith Empire;0;226;0;226;5;1993;2040
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Loki;150650;Norse Myth - Giants & Tricksters;0;231;0;231;3;1993;2036
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Odin;126765;Norse Myth - Aesir;0;228;0;228;4;1993;2026
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Zeus;139274;Greek Myth - Olympians;0;210;0;210;12;1993;1993
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harry Potter;52082;Harry Potter - Order of the Phoenix;0;196;0;196;19;1993;1969
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Illusive Man;86178;Mass Effect - Cerberus-Reapers;0;253;0;253;1;1993;2025
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Maleficent;74911;Disney Characters - Disney Villains;0;221;0;221;8;1993;1992
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Abaddon the Despoiler;54558;Warhammer 40K - Chaos;0;197;0;197;18;1993;1967
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Marduk;188458;Mesopotamian Myth - Sky Kings;0;224;0;224;7;1993;1987
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mahishasura;137200;Hindu Myth - Asuras;0;216;0;216;11;1993;1968
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Balor;139930;Celtic Myth - Fomorians;0;206;0;206;15;1993;1951
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Osiris;179670;Egyptian Myth - Underworld Powers;0;219;0;219;9;1993;1949
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gandalf;98265;Lord of the Rings - Free Peoples;0;216;0;216;10;1993;1940
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Sauron;85741;Lord of the Rings - Forces of Mordor;0;234;0;234;2;1993;1955
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jean-Luc Picard;56338;Star Trek - Federation;0;203;0;203;17;1993;1923
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mickey Mouse;68965;Disney Characters - Disney Heroes;0;226;0;226;6;1993;1943
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;0;193;0;193;20;1993;1907
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;0;204;0;204;16;1993;1914
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Worf;67335;Star Trek - Klingon-Romulan;0;208;0;208;14;1993;1909
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;The Dagda;143101;Celtic Myth - Tuatha De Danann;0;209;0;209;13;1993;1903
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Darth Vader;68024;Star Wars - Sith Empire;1;211;0;437;6;2210;2251
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Loki;150650;Norse Myth - Giants & Tricksters;1;174;0;405;20;2210;2210
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Odin;126765;Norse Myth - Aesir;1;196;0;424;14;2210;2222
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Zeus;139274;Greek Myth - Olympians;1;238;0;448;3;2210;2231
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harry Potter;52082;Harry Potter - Order of the Phoenix;1;225;0;421;16;2210;2194
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Illusive Man;86178;Mass Effect - Cerberus-Reapers;1;229;0;482;1;2210;2254
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Maleficent;74911;Disney Characters - Disney Villains;1;215;0;436;7;2210;2207
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Abaddon the Despoiler;54558;Warhammer 40K - Chaos;1;237;0;434;8;2210;2204
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Marduk;188458;Mesopotamian Myth - Sky Kings;1;205;0;429;10;2210;2192
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mahishasura;137200;Hindu Myth - Asuras;1;224;0;440;5;2210;2192
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Balor;139930;Celtic Myth - Fomorians;1;216;0;422;15;2210;2167
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Osiris;179670;Egyptian Myth - Underworld Powers;1;207;0;426;11;2210;2156
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gandalf;98265;Lord of the Rings - Free Peoples;1;204;0;420;17;2210;2144
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Sauron;85741;Lord of the Rings - Forces of Mordor;1;213;0;447;4;2210;2168
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jean-Luc Picard;56338;Star Trek - Federation;1;222;0;425;12;2210;2145
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mickey Mouse;68965;Disney Characters - Disney Heroes;1;248;0;474;2;2210;2191
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;1;219;0;412;18;2210;2126
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;1;203;0;407;19;2210;2117
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Worf;67335;Star Trek - Klingon-Romulan;1;217;0;425;13;2210;2126
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;The Dagda;143101;Celtic Myth - Tuatha De Danann;1;222;0;431;9;2210;2125
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Darth Vader;68024;Star Wars - Sith Empire;2;222;0;659;5;2425;2473
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Loki;150650;Norse Myth - Giants & Tricksters;2;215;0;620;18;2425;2425
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Odin;126765;Norse Myth - Aesir;2;209;0;633;15;2425;2431
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Zeus;139274;Greek Myth - Olympians;2;230;0;678;4;2425;2461
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harry Potter;52082;Harry Potter - Order of the Phoenix;2;200;0;621;17;2425;2394
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Illusive Man;86178;Mass Effect - Cerberus-Reapers;2;213;0;695;1;2425;2467
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Maleficent;74911;Disney Characters - Disney Villains;2;215;0;651;9;2425;2422
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Abaddon the Despoiler;54558;Warhammer 40K - Chaos;2;218;0;652;8;2425;2422
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Marduk;188458;Mesopotamian Myth - Sky Kings;2;210;0;639;13;2425;2402
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mahishasura;137200;Hindu Myth - Asuras;2;218;0;658;6;2425;2410
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Balor;139930;Celtic Myth - Fomorians;2;191;0;613;19;2425;2358
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Osiris;179670;Egyptian Myth - Underworld Powers;2;218;0;644;11;2425;2374
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gandalf;98265;Lord of the Rings - Free Peoples;2;213;0;633;14;2425;2357
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Sauron;85741;Lord of the Rings - Forces of Mordor;2;235;0;682;3;2425;2403
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jean-Luc Picard;56338;Star Trek - Federation;2;228;0;653;7;2425;2373
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mickey Mouse;68965;Disney Characters - Disney Heroes;2;217;0;691;2;2425;2408
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;2;214;0;626;16;2425;2340
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;2;206;0;613;20;2425;2323
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Worf;67335;Star Trek - Klingon-Romulan;2;222;0;647;10;2425;2348
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;The Dagda;143101;Celtic Myth - Tuatha De Danann;2;213;0;644;12;2425;2338
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Darth Vader;68024;Star Wars - Sith Empire;3;231;0;890;4;2647;2704
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Loki;150650;Norse Myth - Giants & Tricksters;3;204;0;824;19;2647;2629
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Odin;126765;Norse Myth - Aesir;3;212;0;845;12;2647;2643
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Zeus;139274;Greek Myth - Olympians;3;199;0;877;8;2647;2660
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Harry Potter;52082;Harry Potter - Order of the Phoenix;3;214;0;835;16;2647;2608
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Illusive Man;86178;Mass Effect - Cerberus-Reapers;3;214;0;909;3;2647;2681
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Maleficent;74911;Disney Characters - Disney Villains;3;239;0;890;5;2647;2661
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Abaddon the Despoiler;54558;Warhammer 40K - Chaos;3;187;0;839;13;2647;2609
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Marduk;188458;Mesopotamian Myth - Sky Kings;3;200;0;839;14;2647;2602
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mahishasura;137200;Hindu Myth - Asuras;3;229;0;887;6;2647;2639
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Balor;139930;Celtic Myth - Fomorians;3;220;0;833;17;2647;2578
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Osiris;179670;Egyptian Myth - Underworld Powers;3;227;0;871;10;2647;2601
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Gandalf;98265;Lord of the Rings - Free Peoples;3;200;0;833;18;2647;2557
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Sauron;85741;Lord of the Rings - Forces of Mordor;3;244;0;926;1;2647;2647
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jean-Luc Picard;56338;Star Trek - Federation;3;225;0;878;7;2647;2598
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Mickey Mouse;68965;Disney Characters - Disney Heroes;3;224;0;915;2;2647;2632
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;3;213;0;839;15;2647;2553
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;3;202;0;815;20;2647;2525
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;Worf;67335;Star Trek - Klingon-Romulan;3;228;0;875;9;2647;2576
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;3;Positioning;The Dagda;143101;Celtic Myth - Tuatha De Danann;3;207;0;851;11;2647;2545
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Darth Vader;68024;Star Wars - Sith Empire;0;222;0;222;4;;2926
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Illusive Man;86178;Mass Effect - Cerberus-Reapers;0;223;0;223;3;;2904
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Maleficent;74911;Disney Characters - Disney Villains;0;186;0;186;5;;2847
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Zeus;139274;Greek Myth - Olympians;0;229;0;229;2;;2889
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Sauron;85741;Lord of the Rings - Forces of Mordor;0;251;0;251;1;;2898
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Sauron;85741;Lord of the Rings - Forces of Mordor;1;243;0;494;1;;3141
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Zeus;139274;Greek Myth - Olympians;1;223;0;452;4;;3112
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Illusive Man;86178;Mass Effect - Cerberus-Reapers;1;256;0;479;2;;3160
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Darth Vader;68024;Star Wars - Sith Empire;1;230;0;452;3;;3156
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Illusive Man;86178;Mass Effect - Cerberus-Reapers;2;218;0;697;2;;3378
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Sauron;85741;Lord of the Rings - Forces of Mordor;2;233;0;727;1;;3374
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Darth Vader;68024;Star Wars - Sith Empire;2;223;0;675;3;;3379
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Sauron;85741;Lord of the Rings - Forces of Mordor;3;206;0;933;1;;3580
24/25;2024-10-03;Arena of Echoes;tournament;Clash of Imaginary Entities;4;Elimination;Darth Vader;68024;Star Wars - Sith Empire;3;210;0;885;2;;3589
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Gandalf;98265;Lord of the Rings - Free Peoples;0;207;0;207;25;;207
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Harry Potter;52082;Harry Potter - Order of the Phoenix;0;238;0;238;4;;238
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Guybrush Threepwood;99729;LucasArts Games - Monkey Island & Legacy;0;240;0;240;3;;240
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Jean-Luc Picard;56338;Star Trek - Federation;0;215;0;215;18;;215
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Illusive Man;86178;Mass Effect - Cerberus-Reapers;0;216;0;216;16;;216
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Lord Voldemort;65247;Harry Potter - Death Eaters;0;213;0;213;19;;213
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Roboute Guilliman;73700;Warhammer 40K - Imperium;0;243;0;243;2;;243
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Worf;67335;Star Trek - Klingon-Romulan;0;234;0;234;5;;234
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Luke Skywalker;91905;Star Wars - Jedi Order;0;221;0;221;12;;221
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Mara Jade;88618;LucasArts Games - Jedi Knight Era;0;203;0;203;30;;203
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Darth Vader;68024;Star Wars - Sith Empire;0;204;0;204;29;;204
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;0;216;0;216;17;;216
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;0;219;0;219;13;;219
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;LeChuck;60463;LucasArts Games - Monkey Island & Legacy;0;209;0;209;22;;209
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Emperor Palpatine;66049;Star Wars - Sith Empire;0;224;0;224;11;;224
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Harbinger;69213;Mass Effect - Cerberus-Reapers;0;205;0;205;27;;205
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Gowron;52847;Star Trek - Klingon-Romulan;0;217;0;217;14;;217
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Feyd-Rautha;56698;Dune - Harkonnen-Sardaukar;0;211;0;211;21;;211
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Obi-Wan Kenobi;57296;Star Wars - Jedi Order;0;186;0;186;36;;186
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Paul Atreides;72298;Dune - House Atreides;0;203;0;203;31;;203
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Indra;124470;Hindu Myth - Devas;0;252;0;252;1;;252
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Odin;126765;Norse Myth - Aesir;0;225;0;225;9;;225
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Zeus;139274;Greek Myth - Olympians;0;225;0;225;10;;225
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Balor;139930;Celtic Myth - Fomorians;0;193;0;193;33;;193
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Tiamat;190311;Mesopotamian Myth - Chaos Ancients;0;226;0;226;8;;226
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Osiris;179670;Egyptian Myth - Underworld Powers;0;217;0;217;15;;217
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;The Dagda;143101;Celtic Myth - Tuatha De Danann;0;229;0;229;6;;229
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Cronus;174393;Greek Myth - Titans & Primordials;0;208;0;208;24;;208
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Loki;150650;Norse Myth - Giants & Tricksters;0;227;0;227;7;;227
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Marduk;188458;Mesopotamian Myth - Sky Kings;0;207;0;207;26;;207
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Mahishasura;137200;Hindu Myth - Asuras;0;154;0;154;40;;154
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Ravana;126986;Hindu Myth - Asuras;0;187;0;187;35;;187
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Anubis;175219;Egyptian Myth - Underworld Powers;0;204;0;204;28;;204
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Thor;151201;Norse Myth - Aesir;0;178;0;178;39;;178
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Bastet;182554;Egyptian Myth - Solar Court;0;183;0;183;37;;183
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Bres;112221;Celtic Myth - Fomorians;0;189;0;189;34;;189
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Lugh;174647;Celtic Myth - Tuatha De Danann;0;209;0;209;23;;209
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Fenrir;162230;Norse Myth - Giants & Tricksters;0;200;0;200;32;;200
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Horus;174473;Egyptian Myth - Solar Court;0;183;0;183;38;;183
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Athena;142739;Greek Myth - Olympians;0;212;0;212;20;;212
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Gandalf;98265;Lord of the Rings - Free Peoples;1;223;0;430;14;;430
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Harry Potter;52082;Harry Potter - Order of the Phoenix;1;215;0;453;8;;453
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Guybrush Threepwood;99729;LucasArts Games - Monkey Island & Legacy;1;227;0;467;3;;467
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Jean-Luc Picard;56338;Star Trek - Federation;1;208;0;423;20;;423
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Illusive Man;86178;Mass Effect - Cerberus-Reapers;1;216;0;432;13;;432
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Lord Voldemort;65247;Harry Potter - Death Eaters;1;201;0;414;28;;414
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Roboute Guilliman;73700;Warhammer 40K - Imperium;1;243;0;486;1;;486
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Worf;67335;Star Trek - Klingon-Romulan;1;220;0;454;7;;454
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Luke Skywalker;91905;Star Wars - Jedi Order;1;198;0;419;24;;419
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Mara Jade;88618;LucasArts Games - Jedi Knight Era;1;219;0;422;21;;422
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Darth Vader;68024;Star Wars - Sith Empire;1;212;0;416;26;;416
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Jon Snow;86781;Game of Thrones - Stark-Targaryen Alliance;1;211;0;427;16;;427
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Cersei Lannister;95962;Game of Thrones - Lannister-Crown;1;237;0;456;6;;456
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;LeChuck;60463;LucasArts Games - Monkey Island & Legacy;1;204;0;413;29;;413
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Emperor Palpatine;66049;Star Wars - Sith Empire;1;200;0;424;19;;424
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Harbinger;69213;Mass Effect - Cerberus-Reapers;1;220;0;425;18;;425
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Gowron;52847;Star Trek - Klingon-Romulan;1;216;0;433;12;;433
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Feyd-Rautha;56698;Dune - Harkonnen-Sardaukar;1;214;0;425;17;;425
25/26;2025-10-02;Arena of Echoes;tournament;Clash of Imaginary Entities;1;Qualifying A;Obi-Wan Kenobi;57296;Star Wars - Jedi Order;1;219;0;405;33;;405
